               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.046615,            0.059035,           0.0027819,            0.082739,              0.7713,             0.69489,             0.74509,             0.47462,            0.039093,            0.050469,           0.0034643,             0.10151,           0.0065013,           0.0065013,           0.0065013
                 140,            0.046618,            0.058108,           0.0030177,            0.082574,             0.77573,             0.69162,             0.74534,             0.47474,            0.039092,            0.050474,           0.0034624,             0.10148,           0.0064597,           0.0064597,           0.0064597
                 141,            0.046427,             0.05949,           0.0027762,            0.082928,             0.77793,              0.6912,             0.74623,             0.47501,            0.039095,            0.050479,           0.0034599,             0.10147,           0.0064181,           0.0064181,           0.0064181
                 142,            0.046556,            0.059031,           0.0028613,            0.082259,             0.77756,             0.69043,             0.74562,             0.47494,            0.039096,            0.050487,            0.003457,             0.10147,           0.0063764,           0.0063764,           0.0063764
                 143,             0.04598,            0.057387,           0.0027708,            0.082461,             0.77874,             0.68996,             0.74667,             0.47542,            0.039098,            0.050493,           0.0034542,             0.10146,           0.0063347,           0.0063347,           0.0063347
                 144,            0.046226,            0.058574,           0.0028583,            0.082998,             0.77436,             0.69375,             0.74665,             0.47568,            0.039099,            0.050494,            0.003452,             0.10144,            0.006293,            0.006293,            0.006293
                 145,            0.046415,            0.058221,           0.0027623,             0.08231,              0.7737,             0.69392,             0.74634,             0.47573,            0.039097,            0.050494,           0.0034521,             0.10143,           0.0062512,           0.0062512,           0.0062512
                 146,            0.046205,            0.058086,           0.0028093,            0.082988,              0.7704,             0.69616,             0.74649,             0.47586,            0.039098,            0.050494,           0.0034487,             0.10144,           0.0062093,           0.0062093,           0.0062093
                 147,            0.046492,            0.058284,           0.0030141,            0.082734,             0.77149,              0.6961,             0.74689,             0.47593,              0.0391,            0.050496,           0.0034489,             0.10143,           0.0061675,           0.0061675,           0.0061675
                 148,            0.046367,            0.059545,           0.0028114,            0.082382,             0.76864,             0.69832,             0.74674,             0.47621,            0.039095,            0.050504,           0.0034519,             0.10142,           0.0061256,           0.0061256,           0.0061256
                 149,            0.046114,             0.05862,           0.0028201,            0.082445,             0.76588,             0.69998,             0.74611,             0.47624,            0.039091,             0.05051,           0.0034528,             0.10142,           0.0060838,           0.0060838,           0.0060838
                 150,            0.046148,             0.05839,            0.002677,            0.082049,             0.76672,             0.70005,             0.74669,             0.47602,            0.039085,            0.050506,           0.0034567,             0.10142,           0.0060419,           0.0060419,           0.0060419
                 151,            0.045684,            0.056997,           0.0028732,            0.082357,             0.77354,             0.69441,             0.74598,             0.47559,            0.039078,            0.050501,           0.0034604,             0.10141,               0.006,               0.006,               0.006
                 152,             0.04577,            0.059044,           0.0028016,            0.081972,             0.77146,             0.69586,             0.74628,              0.4755,            0.039072,            0.050505,           0.0034599,              0.1014,           0.0059581,           0.0059581,           0.0059581
                 153,             0.04617,            0.056526,            0.002802,            0.082103,             0.77349,              0.6947,             0.74685,             0.47598,            0.039071,            0.050502,           0.0034605,             0.10141,           0.0059162,           0.0059162,           0.0059162
                 154,            0.045652,            0.059321,           0.0025535,            0.082183,             0.77507,             0.69346,             0.74633,             0.47613,             0.03907,            0.050506,             0.00346,              0.1014,           0.0058744,           0.0058744,           0.0058744
                 155,            0.045301,            0.056844,           0.0025642,            0.081139,             0.76855,             0.69865,             0.74646,             0.47606,            0.039069,            0.050508,           0.0034601,             0.10139,           0.0058325,           0.0058325,           0.0058325
                 156,            0.045731,            0.059595,            0.002806,            0.081787,              0.7681,             0.69923,             0.74532,             0.47556,            0.039064,            0.050512,           0.0034593,             0.10138,           0.0057907,           0.0057907,           0.0057907
                 157,            0.045912,            0.059584,           0.0027515,            0.081531,             0.76812,             0.69898,             0.74482,             0.47551,            0.039056,            0.050513,           0.0034607,             0.10137,           0.0057488,           0.0057488,           0.0057488
                 158,            0.045255,             0.05548,           0.0026753,            0.081628,             0.76533,             0.70054,             0.74523,             0.47533,             0.03905,            0.050514,           0.0034627,             0.10138,            0.005707,            0.005707,            0.005707
                 159,            0.045676,             0.05666,           0.0026968,            0.081096,             0.75794,             0.70738,             0.74551,             0.47551,            0.039043,            0.050516,           0.0034642,             0.10137,           0.0056653,           0.0056653,           0.0056653
                 160,            0.045573,             0.05864,           0.0028164,            0.081652,             0.76251,             0.70322,             0.74546,             0.47547,            0.039034,            0.050519,           0.0034647,             0.10136,           0.0056236,           0.0056236,           0.0056236
                 161,              0.0452,            0.056771,           0.0027711,            0.082363,             0.76041,             0.70392,             0.74469,             0.47544,             0.03903,            0.050526,           0.0034681,             0.10134,           0.0055819,           0.0055819,           0.0055819
                 162,              0.0454,            0.056495,           0.0026716,            0.081331,             0.76118,             0.70371,             0.74549,             0.47584,            0.039029,            0.050532,           0.0034696,             0.10135,           0.0055403,           0.0055403,           0.0055403
                 163,            0.045235,            0.058081,           0.0027048,            0.081419,             0.76161,             0.70269,             0.74498,             0.47593,            0.039029,            0.050537,            0.003472,             0.10135,           0.0054987,           0.0054987,           0.0054987
                 164,            0.045096,            0.056024,           0.0026974,            0.081831,             0.76236,             0.70277,             0.74506,             0.47592,            0.039027,            0.050536,           0.0034736,             0.10135,           0.0054571,           0.0054571,           0.0054571
                 165,            0.044966,            0.059184,           0.0026692,            0.081315,             0.72017,             0.74265,             0.74615,             0.47643,            0.039027,            0.050538,           0.0034745,             0.10134,           0.0054157,           0.0054157,           0.0054157
                 166,            0.045277,            0.058504,           0.0026389,            0.080827,              0.7215,             0.74236,             0.74508,              0.4759,            0.039027,            0.050544,           0.0034791,             0.10134,           0.0053743,           0.0053743,           0.0053743
                 167,            0.045102,            0.057201,           0.0026934,            0.081604,              0.7259,             0.74076,             0.74556,              0.4762,            0.039025,            0.050547,           0.0034801,             0.10135,           0.0053329,           0.0053329,           0.0053329
                 168,              0.0449,            0.055065,           0.0026487,            0.081205,             0.72754,             0.73969,             0.74492,             0.47583,            0.039024,            0.050556,           0.0034848,             0.10135,           0.0052917,           0.0052917,           0.0052917
                 169,            0.044921,            0.056202,           0.0026311,            0.080658,             0.72951,             0.73972,             0.74639,             0.47579,            0.039023,            0.050565,           0.0034879,             0.10135,           0.0052505,           0.0052505,           0.0052505
                 170,            0.044703,             0.05687,            0.002563,            0.081419,             0.72306,             0.74453,             0.74572,             0.47576,            0.039021,            0.050568,           0.0034922,             0.10136,           0.0052094,           0.0052094,           0.0052094
                 171,            0.044483,            0.057107,           0.0025118,            0.081146,             0.72527,             0.74455,              0.7457,             0.47586,            0.039021,            0.050571,           0.0034944,             0.10136,           0.0051684,           0.0051684,           0.0051684
                 172,            0.044664,            0.057534,            0.002514,            0.080812,             0.72829,              0.7424,             0.74639,             0.47636,             0.03902,            0.050574,           0.0034973,             0.10135,           0.0051274,           0.0051274,           0.0051274
                 173,             0.04469,            0.056298,           0.0025865,            0.080878,             0.72984,             0.74136,             0.74592,             0.47612,             0.03902,            0.050582,           0.0034999,             0.10136,           0.0050866,           0.0050866,           0.0050866
                 174,            0.045115,            0.059233,           0.0026439,            0.081121,             0.73015,             0.74064,             0.74563,             0.47653,            0.039015,            0.050588,            0.003501,             0.10136,           0.0050459,           0.0050459,           0.0050459
                 175,            0.044691,            0.057087,            0.002539,            0.080451,             0.72988,              0.7409,             0.74572,             0.47681,            0.039007,            0.050595,           0.0035017,             0.10138,           0.0050052,           0.0050052,           0.0050052
                 176,            0.044199,            0.058206,           0.0026403,            0.080705,             0.72926,             0.74151,              0.7462,             0.47667,            0.038998,            0.050599,           0.0035011,              0.1014,           0.0049647,           0.0049647,           0.0049647
                 177,            0.044809,            0.056737,           0.0024297,            0.080587,             0.72756,             0.74173,             0.74561,             0.47649,            0.038993,            0.050605,           0.0035035,             0.10142,           0.0049243,           0.0049243,           0.0049243
                 178,            0.044569,             0.05863,           0.0026225,            0.080299,             0.72814,             0.73907,             0.74511,             0.47599,            0.038987,            0.050614,           0.0035052,             0.10142,            0.004884,            0.004884,            0.004884
                 179,            0.044408,            0.056577,           0.0026627,            0.080813,             0.72783,             0.73813,             0.74528,             0.47649,            0.038988,            0.050631,           0.0035025,             0.10143,           0.0048439,           0.0048439,           0.0048439
                 180,            0.043977,            0.055929,            0.002592,            0.080131,             0.75966,             0.71318,             0.74581,             0.47682,            0.038982,            0.050633,            0.003502,             0.10144,           0.0048038,           0.0048038,           0.0048038
                 181,            0.044255,            0.058259,            0.002527,            0.080082,             0.76347,             0.71102,             0.74543,             0.47707,             0.03898,            0.050641,           0.0035028,             0.10145,           0.0047639,           0.0047639,           0.0047639
                 182,            0.044342,              0.0582,             0.00271,            0.080279,             0.76638,             0.70964,              0.7454,              0.4769,            0.038973,            0.050649,           0.0035033,             0.10147,           0.0047242,           0.0047242,           0.0047242
                 183,            0.044573,            0.056463,           0.0026242,            0.080745,             0.76913,              0.7073,             0.74557,             0.47711,             0.03897,            0.050658,           0.0035055,             0.10148,           0.0046845,           0.0046845,           0.0046845
                 184,            0.043997,            0.056747,           0.0026562,            0.080241,             0.76981,             0.70714,             0.74516,             0.47676,            0.038969,            0.050665,           0.0035039,             0.10149,            0.004645,            0.004645,            0.004645
                 185,            0.044224,            0.056366,           0.0024966,            0.079786,             0.76862,             0.70673,             0.74456,             0.47695,            0.038962,            0.050666,           0.0035025,              0.1015,           0.0046057,           0.0046057,           0.0046057
                 186,            0.043786,            0.057289,           0.0026355,            0.079809,             0.76748,             0.70695,             0.74462,             0.47672,             0.03896,            0.050676,           0.0035035,             0.10151,           0.0045665,           0.0045665,           0.0045665
                 187,            0.044005,            0.057086,           0.0024904,            0.079742,             0.76873,              0.7078,             0.74467,             0.47684,            0.038957,            0.050687,           0.0035059,             0.10152,           0.0045275,           0.0045275,           0.0045275
                 188,            0.044292,             0.05644,           0.0025564,            0.080176,             0.77593,              0.7044,              0.7462,             0.47752,            0.038957,            0.050693,           0.0035077,             0.10151,           0.0044886,           0.0044886,           0.0044886
                 189,            0.043832,             0.05666,           0.0024854,            0.079695,             0.77491,              0.7042,             0.74558,              0.4775,            0.038958,              0.0507,           0.0035098,              0.1015,           0.0044499,           0.0044499,           0.0044499
                 190,            0.044084,            0.056299,           0.0027111,            0.080137,             0.78058,              0.7033,             0.74548,             0.47746,            0.038956,            0.050708,           0.0035097,             0.10151,           0.0044114,           0.0044114,           0.0044114
                 191,            0.043517,            0.057195,           0.0025291,            0.079584,             0.77994,             0.70372,             0.74622,             0.47753,            0.038956,            0.050719,           0.0035086,             0.10152,           0.0043731,           0.0043731,           0.0043731
                 192,            0.043728,             0.05436,           0.0024264,            0.079994,             0.78028,             0.70356,               0.747,             0.47756,            0.038955,            0.050731,           0.0035095,             0.10153,           0.0043349,           0.0043349,           0.0043349
                 193,            0.043254,            0.055894,           0.0024201,            0.079637,             0.78154,              0.7032,             0.74705,             0.47781,            0.038955,            0.050737,           0.0035107,             0.10154,           0.0042969,           0.0042969,           0.0042969
                 194,            0.043686,            0.056358,           0.0024154,            0.079741,             0.77913,             0.70395,             0.74705,             0.47752,            0.038955,            0.050742,           0.0035122,             0.10153,           0.0042591,           0.0042591,           0.0042591
                 195,            0.042758,            0.054822,           0.0022961,            0.078032,             0.78069,             0.70228,             0.74797,             0.47845,            0.038956,            0.050754,           0.0035136,             0.10151,           0.0042215,           0.0042215,           0.0042215
                 196,            0.042837,            0.054471,           0.0022901,             0.07916,             0.77699,             0.70441,             0.74762,             0.47832,            0.038954,            0.050764,           0.0035172,             0.10151,            0.004184,            0.004184,            0.004184
                 197,            0.043096,             0.05663,           0.0024407,            0.078822,             0.78718,             0.69785,             0.74726,             0.47823,            0.038955,            0.050772,           0.0035201,             0.10152,           0.0041468,           0.0041468,           0.0041468
                 198,            0.042591,            0.055037,           0.0023993,            0.078543,             0.79061,             0.69541,             0.74777,             0.47876,            0.038956,            0.050788,           0.0035242,             0.10153,           0.0041098,           0.0041098,           0.0041098
                 199,              0.0433,            0.055667,           0.0024684,             0.07956,             0.78943,             0.69637,             0.74797,             0.47899,            0.038957,              0.0508,           0.0035261,             0.10153,            0.004073,            0.004073,            0.004073
                 200,             0.04299,            0.054175,           0.0023206,             0.07907,             0.79314,             0.69391,             0.74838,             0.47945,            0.038955,            0.050811,           0.0035288,             0.10152,           0.0040364,           0.0040364,           0.0040364
                 201,            0.043361,            0.056627,           0.0024218,            0.078842,             0.79394,              0.6923,             0.74755,             0.47911,            0.038951,            0.050823,           0.0035325,             0.10153,               0.004,               0.004,               0.004
                 202,            0.042852,            0.054987,           0.0023015,             0.07853,             0.79611,             0.69187,             0.74833,             0.47953,            0.038953,             0.05083,            0.003538,             0.10154,           0.0039638,           0.0039638,           0.0039638
                 203,             0.04323,            0.053965,           0.0023028,            0.078874,             0.79546,             0.69209,              0.7481,             0.47937,            0.038951,             0.05084,            0.003544,             0.10154,           0.0039279,           0.0039279,           0.0039279
                 204,            0.043537,            0.056534,           0.0024403,            0.078084,              0.7871,             0.69734,             0.74837,             0.47936,            0.038946,             0.05085,            0.003547,             0.10152,           0.0038922,           0.0038922,           0.0038922
                 205,            0.042883,            0.056757,           0.0023912,            0.078672,             0.78678,             0.69733,             0.74804,             0.47934,            0.038945,            0.050864,           0.0035503,             0.10154,           0.0038567,           0.0038567,           0.0038567
                 206,            0.042208,            0.053295,           0.0023145,            0.078235,             0.79072,             0.69481,             0.74862,             0.47938,            0.038942,            0.050882,           0.0035503,             0.10155,           0.0038214,           0.0038214,           0.0038214
                 207,            0.042942,            0.055708,           0.0023705,            0.078364,             0.78854,             0.69587,             0.74789,             0.47902,            0.038937,            0.050894,           0.0035535,             0.10157,           0.0037864,           0.0037864,           0.0037864
                 208,            0.043362,            0.056804,           0.0023033,             0.07893,             0.79653,             0.69008,             0.74729,             0.47896,            0.038936,            0.050903,           0.0035544,             0.10159,           0.0037517,           0.0037517,           0.0037517
                 209,            0.042532,             0.05529,           0.0023234,            0.078244,             0.80361,             0.68672,             0.74864,             0.47994,            0.038933,            0.050914,           0.0035553,             0.10159,           0.0037171,           0.0037171,           0.0037171
                 210,            0.042719,            0.057801,           0.0024412,            0.078582,             0.80353,             0.68627,             0.74804,             0.47963,             0.03893,            0.050928,           0.0035572,              0.1016,           0.0036829,           0.0036829,           0.0036829
                 211,            0.042677,            0.056001,           0.0022297,            0.077875,             0.79431,              0.6907,              0.7481,              0.4794,            0.038931,            0.050942,           0.0035594,             0.10159,           0.0036489,           0.0036489,           0.0036489
                 212,            0.042346,            0.056371,           0.0022751,            0.077849,             0.80545,             0.68352,             0.74866,             0.48026,            0.038934,            0.050956,           0.0035628,              0.1016,           0.0036151,           0.0036151,           0.0036151
                 213,            0.042125,            0.054521,           0.0022504,            0.077412,              0.8051,             0.68452,             0.74885,             0.48083,            0.038935,            0.050971,           0.0035671,              0.1016,           0.0035816,           0.0035816,           0.0035816
                 214,            0.042118,            0.054235,           0.0022554,            0.077944,             0.80368,             0.68455,             0.74825,             0.48069,             0.03894,            0.050982,           0.0035697,              0.1016,           0.0035484,           0.0035484,           0.0035484
                 215,            0.041771,            0.054856,           0.0022791,            0.077781,             0.80361,             0.68406,             0.74753,             0.48063,            0.038944,            0.050995,            0.003574,             0.10162,           0.0035154,           0.0035154,           0.0035154
                 216,            0.042147,            0.055153,           0.0022587,             0.07815,             0.80249,             0.68397,             0.74753,             0.48092,            0.038946,            0.051007,           0.0035744,             0.10163,           0.0034827,           0.0034827,           0.0034827
                 217,            0.042125,            0.055202,           0.0022234,            0.077947,             0.75073,             0.72233,             0.74799,             0.48123,            0.038946,            0.051019,           0.0035754,             0.10164,           0.0034503,           0.0034503,           0.0034503
                 218,            0.042651,            0.055639,           0.0023691,            0.078193,             0.75058,             0.72223,             0.74719,             0.48117,            0.038948,            0.051037,           0.0035764,             0.10165,           0.0034182,           0.0034182,           0.0034182
                 219,            0.042255,             0.05473,           0.0022227,            0.077476,             0.80575,             0.68146,             0.74697,             0.48126,             0.03895,            0.051047,           0.0035761,             0.10167,           0.0033863,           0.0033863,           0.0033863
                 220,            0.042211,            0.057067,           0.0022558,            0.077074,             0.80385,             0.68165,              0.7462,             0.48072,            0.038955,            0.051064,           0.0035769,             0.10167,           0.0033548,           0.0033548,           0.0033548
                 221,            0.041751,            0.053595,           0.0022426,            0.077868,             0.80485,             0.68215,             0.74699,             0.48159,            0.038961,             0.05107,           0.0035776,             0.10167,           0.0033235,           0.0033235,           0.0033235
                 222,            0.041711,            0.054438,           0.0022575,            0.077412,             0.79318,             0.68751,             0.74725,             0.48167,            0.038964,            0.051086,           0.0035784,             0.10167,           0.0032925,           0.0032925,           0.0032925
                 223,            0.042141,            0.056683,            0.002317,            0.077216,             0.78167,             0.69563,             0.74719,             0.48137,            0.038966,            0.051102,           0.0035775,             0.10167,           0.0032618,           0.0032618,           0.0032618
                 224,             0.04171,            0.056037,           0.0022044,            0.077055,             0.79034,             0.68816,             0.74622,             0.48112,            0.038968,            0.051115,            0.003579,             0.10167,           0.0032314,           0.0032314,           0.0032314
                 225,            0.041523,            0.054784,           0.0021401,            0.077174,             0.78916,             0.68902,             0.74653,             0.48166,            0.038967,            0.051125,           0.0035784,             0.10169,           0.0032013,           0.0032013,           0.0032013
                 226,            0.041793,            0.054583,           0.0021672,            0.077678,             0.78248,             0.69297,             0.74672,             0.48157,            0.038967,             0.05115,            0.003581,             0.10173,           0.0031716,           0.0031716,           0.0031716
                 227,            0.041242,            0.055003,           0.0020966,            0.076908,              0.7833,             0.69187,             0.74675,             0.48105,            0.038973,            0.051165,           0.0035839,             0.10174,           0.0031421,           0.0031421,           0.0031421
                 228,            0.041613,            0.053232,           0.0022062,            0.076959,             0.77996,               0.694,             0.74683,             0.48152,            0.038978,            0.051187,           0.0035888,             0.10174,            0.003113,            0.003113,            0.003113
                 229,             0.04156,             0.05535,           0.0022091,            0.077246,             0.77596,             0.69684,             0.74643,             0.48143,            0.038978,            0.051203,             0.00359,             0.10175,           0.0030841,           0.0030841,           0.0030841
                 230,            0.041439,            0.055854,           0.0021998,            0.076871,              0.7727,             0.69742,             0.74589,             0.48163,            0.038978,            0.051227,           0.0035926,             0.10176,           0.0030556,           0.0030556,           0.0030556
                 231,            0.041396,            0.054146,           0.0021757,            0.077202,             0.77263,             0.69809,             0.74654,             0.48165,            0.038976,            0.051236,           0.0035929,             0.10178,           0.0030274,           0.0030274,           0.0030274
                 232,            0.041603,            0.056519,           0.0021397,            0.077238,             0.77536,             0.69496,             0.74579,             0.48173,            0.038974,            0.051251,           0.0035947,              0.1018,           0.0029996,           0.0029996,           0.0029996
                 233,            0.041627,            0.055008,           0.0020616,             0.07694,             0.77987,             0.69502,             0.74565,             0.48195,            0.038975,             0.05127,           0.0035981,              0.1018,            0.002972,            0.002972,            0.002972
                 234,            0.041635,            0.054479,           0.0021314,            0.076748,             0.78233,             0.69496,             0.74636,             0.48215,            0.038979,            0.051283,           0.0036003,             0.10181,           0.0029448,           0.0029448,           0.0029448
                 235,            0.041223,            0.054123,            0.002234,             0.07647,             0.77898,              0.6956,             0.74522,              0.4818,            0.038977,            0.051294,           0.0036028,             0.10183,           0.0029179,           0.0029179,           0.0029179
                 236,            0.041226,             0.05285,            0.001969,            0.076754,             0.77714,             0.69637,             0.74582,             0.48232,            0.038975,            0.051313,           0.0036042,             0.10185,           0.0028914,           0.0028914,           0.0028914
                 237,            0.040811,            0.052747,           0.0020846,            0.076963,             0.76907,             0.70131,             0.74616,             0.48276,            0.038973,            0.051328,           0.0036059,             0.10185,           0.0028652,           0.0028652,           0.0028652
                 238,            0.041384,            0.055914,           0.0021245,            0.076677,             0.77049,             0.70079,             0.74615,             0.48268,            0.038972,            0.051344,           0.0036062,             0.10187,           0.0028394,           0.0028394,           0.0028394
                 239,            0.040591,            0.054042,           0.0022596,            0.076186,             0.76422,             0.70412,             0.74617,             0.48284,            0.038972,            0.051362,           0.0036055,             0.10188,           0.0028139,           0.0028139,           0.0028139
                 240,            0.040718,            0.054771,           0.0021379,            0.076627,              0.7927,             0.68012,             0.74584,             0.48283,            0.038978,            0.051384,           0.0036085,             0.10189,           0.0027887,           0.0027887,           0.0027887
                 241,            0.040913,            0.053962,           0.0021094,            0.076364,             0.79213,             0.67968,             0.74373,             0.48181,            0.038977,            0.051399,             0.00361,              0.1019,           0.0027639,           0.0027639,           0.0027639
                 242,            0.040503,            0.052506,           0.0020504,            0.076375,              0.7937,             0.67906,             0.74436,             0.48212,             0.03898,            0.051418,           0.0036121,             0.10191,           0.0027395,           0.0027395,           0.0027395
                 243,            0.040866,            0.054718,           0.0020171,            0.075393,             0.78888,             0.67883,             0.74351,             0.48219,            0.038983,            0.051435,           0.0036112,             0.10193,           0.0027154,           0.0027154,           0.0027154
                 244,            0.041277,            0.055883,           0.0021889,            0.076123,             0.79266,             0.67757,             0.74314,             0.48274,            0.038986,            0.051452,           0.0036089,             0.10194,           0.0026917,           0.0026917,           0.0026917
                 245,            0.040553,            0.055093,           0.0020085,            0.075429,             0.79383,              0.6776,             0.74452,              0.4833,            0.038988,            0.051473,           0.0036061,             0.10197,           0.0026683,           0.0026683,           0.0026683
                 246,            0.040645,            0.054288,           0.0020608,            0.076767,             0.78249,             0.68545,             0.74466,             0.48309,            0.038994,            0.051501,            0.003605,             0.10199,           0.0026453,           0.0026453,           0.0026453
                 247,            0.040327,             0.05358,           0.0021207,            0.076089,             0.78302,             0.68532,             0.74398,             0.48331,            0.038998,            0.051523,           0.0036056,             0.10203,           0.0026227,           0.0026227,           0.0026227
                 248,            0.041161,            0.053675,           0.0019071,            0.075746,             0.78556,             0.68357,             0.74425,             0.48335,            0.039002,            0.051544,           0.0036069,             0.10205,           0.0026004,           0.0026004,           0.0026004
                 249,            0.040667,            0.055048,           0.0020216,            0.075928,             0.78633,             0.68254,             0.74391,             0.48332,            0.039005,            0.051571,           0.0036086,             0.10208,           0.0025785,           0.0025785,           0.0025785
                 250,            0.040142,            0.053724,           0.0021277,            0.074788,             0.78444,             0.68286,             0.74315,             0.48277,            0.039004,            0.051589,           0.0036072,              0.1021,            0.002557,            0.002557,            0.002557
                 251,             0.04049,            0.054886,            0.002074,            0.076108,             0.72469,             0.73068,              0.7434,             0.48335,            0.039005,            0.051607,           0.0036072,             0.10211,           0.0025359,           0.0025359,           0.0025359
                 252,            0.040137,            0.052722,           0.0020511,            0.075939,              0.7893,             0.68073,             0.74357,             0.48325,            0.039008,            0.051626,           0.0036055,             0.10213,           0.0025151,           0.0025151,           0.0025151
                 253,            0.040544,            0.054512,           0.0020486,             0.07583,             0.72584,             0.72946,             0.74214,             0.48277,            0.039013,             0.05164,           0.0036068,             0.10217,           0.0024948,           0.0024948,           0.0024948
                 254,            0.040513,             0.05223,           0.0021071,            0.075488,             0.72356,             0.73023,             0.74177,             0.48217,            0.039021,            0.051661,           0.0036073,             0.10221,           0.0024748,           0.0024748,           0.0024748
                 255,            0.040503,            0.054177,           0.0019893,            0.075821,              0.7821,             0.68188,             0.74242,             0.48234,            0.039028,            0.051687,            0.003608,             0.10223,           0.0024552,           0.0024552,           0.0024552
                 256,            0.039732,            0.053654,           0.0019049,            0.074815,             0.78699,             0.67818,             0.74184,             0.48193,            0.039029,            0.051714,           0.0036098,             0.10227,            0.002436,            0.002436,            0.002436
                 257,            0.040425,            0.053214,           0.0021096,            0.075444,             0.78614,             0.67853,              0.7423,             0.48189,            0.039032,            0.051733,           0.0036087,              0.1023,           0.0024172,           0.0024172,           0.0024172
                 258,            0.040173,            0.054342,           0.0020256,            0.075039,              0.7836,             0.67948,             0.74245,             0.48212,            0.039036,            0.051753,           0.0036063,             0.10235,           0.0023987,           0.0023987,           0.0023987
                 259,            0.039972,            0.053784,           0.0019111,            0.075128,             0.77843,             0.68242,             0.74207,             0.48213,            0.039037,            0.051769,           0.0036056,             0.10238,           0.0023807,           0.0023807,           0.0023807
                 260,             0.03977,            0.053616,           0.0019635,            0.075183,              0.7779,             0.68253,             0.74191,             0.48201,            0.039039,            0.051789,           0.0036082,             0.10242,           0.0023631,           0.0023631,           0.0023631
                 261,            0.039946,            0.053908,           0.0019883,            0.075342,             0.77809,              0.6828,             0.74211,             0.48193,            0.039041,            0.051807,           0.0036066,             0.10245,           0.0023458,           0.0023458,           0.0023458
                 262,            0.039992,            0.054342,           0.0020303,            0.075197,             0.77473,             0.68328,             0.74189,             0.48188,            0.039043,             0.05183,           0.0036062,             0.10247,            0.002329,            0.002329,            0.002329
                 263,            0.040315,            0.052287,           0.0019646,            0.075185,              0.7749,             0.68317,             0.74157,             0.48178,            0.039046,            0.051847,           0.0036046,              0.1025,           0.0023125,           0.0023125,           0.0023125
                 264,            0.040034,            0.052503,           0.0020219,            0.075031,             0.76974,             0.68596,             0.74098,             0.48185,             0.03905,            0.051868,           0.0036062,             0.10254,           0.0022965,           0.0022965,           0.0022965
                 265,            0.039746,            0.051758,           0.0020455,             0.07512,             0.76983,              0.6845,             0.74053,             0.48207,            0.039055,            0.051887,            0.003606,             0.10256,           0.0022809,           0.0022809,           0.0022809
                 266,            0.040035,            0.054387,            0.002021,            0.074534,             0.77573,             0.67994,             0.74033,             0.48169,            0.039062,            0.051904,           0.0036069,             0.10259,           0.0022657,           0.0022657,           0.0022657
                 267,            0.039549,             0.05285,           0.0018619,            0.074602,             0.78475,              0.6743,             0.74024,             0.48206,            0.039068,            0.051921,            0.003607,             0.10263,           0.0022509,           0.0022509,           0.0022509
                 268,            0.039985,            0.054498,           0.0020585,             0.07466,               0.786,             0.67321,             0.73929,             0.48177,             0.03907,            0.051938,           0.0036077,             0.10265,           0.0022365,           0.0022365,           0.0022365
                 269,            0.039735,            0.052956,           0.0020616,            0.075276,             0.79021,             0.67111,             0.73961,              0.4826,            0.039074,            0.051955,           0.0036059,             0.10268,           0.0022225,           0.0022225,           0.0022225
                 270,            0.039732,            0.051929,           0.0019486,            0.075154,             0.78958,             0.67171,             0.73993,             0.48279,            0.039079,            0.051972,           0.0036052,             0.10273,           0.0022089,           0.0022089,           0.0022089
                 271,            0.039672,            0.052859,           0.0018976,            0.074764,             0.78825,             0.67182,             0.73948,             0.48274,            0.039084,            0.051992,           0.0036041,             0.10277,           0.0021958,           0.0021958,           0.0021958
                 272,            0.039318,            0.051679,           0.0019962,            0.074531,             0.78954,             0.67111,             0.73955,             0.48265,            0.039089,            0.052006,           0.0036014,             0.10281,            0.002183,            0.002183,            0.002183
                 273,            0.039462,            0.053536,           0.0019287,            0.075199,             0.78106,             0.67587,             0.73915,             0.48243,            0.039093,             0.05202,           0.0035986,             0.10284,           0.0021707,           0.0021707,           0.0021707
                 274,            0.039699,            0.054757,           0.0019374,            0.074436,             0.73356,             0.71565,             0.73916,             0.48264,            0.039096,            0.052036,           0.0035996,              0.1029,           0.0021588,           0.0021588,           0.0021588
                 275,            0.039813,            0.053777,           0.0017718,            0.074647,             0.78414,             0.67682,             0.73893,             0.48269,              0.0391,            0.052053,           0.0036015,             0.10295,           0.0021473,           0.0021473,           0.0021473
                 276,            0.039285,            0.052383,            0.002031,            0.074014,             0.75828,             0.69744,             0.73938,             0.48309,            0.039103,            0.052068,           0.0036014,             0.10299,           0.0021363,           0.0021363,           0.0021363
                 277,            0.039327,            0.051883,           0.0020299,            0.075096,             0.73104,             0.71667,             0.73868,             0.48289,            0.039104,            0.052082,           0.0036029,             0.10302,           0.0021257,           0.0021257,           0.0021257
                 278,            0.039599,            0.053398,           0.0019632,            0.074366,               0.731,             0.71641,             0.73832,               0.483,            0.039106,            0.052099,           0.0036039,             0.10305,           0.0021155,           0.0021155,           0.0021155
